,artist_song,song_x,artist_x,genre,lyric,like,year_x,artist_y,song_y,key,camelot,bpm,duration,popularity,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,year_y
69,지코 (ZICO) SoulMate (Feat. 아이유),SoulMate (Feat. 아이유),지코 (ZICO),R&B/Soul,젊음의 한복판에서 두 남녀가 사는 작은 섬 네 기분이 여기 날씨고 새빨간 열매가 열렸어 조금 낯설었던 맞은편 이제 내가 제일 아끼는 곳 나오기 싫은 이부자리 같아 대체 왜 너여야만 했는지 매일 다른 이유를 말해줄게 형체를 알아보지 못해도 테두리를 함께 그릴 사람 오래 기다렸지 안녕 나의 소울메이트 모든 게 너다워졌어 투명한 매듭에 묶여 한시도 이곳을 못 떠나 Stuck with each other 큰 소파에 누워 스푼 하나로 장난치며 먹는 아이스크림 손을 포개고 춤을 춰 낮부터 아무런 반주 없이 말풍선이 가득한 둘만의 파티 숨 쉴 때마다 향이 날 수 있어 잠에서 깨는 일도 신날 수 있어 일어나지 않은 일로 질투 날 수 있어 티격태격할 때 많지만 It’s fine These day 각자의 시계를 꺼낸 채 아낌없이 모래알 쏟네 yeah 평생 근사한 날만 준대도 우리한테 돌아갈 마음뿐이야 오래 기다렸지 안녕 나의 소울메이트 모든 게 너다워졌어 투명한 매듭에 묶여 한시도 이곳을 못 떠나 Love is the true art 표현력이 갈수록 늘어나 넌 날 글 짓고 그림 그리게 해 만나는 순간 어딘가로 계속 여행 다니는 느낌 Oh I’ll stay by your side 오래 기다렸지 안녕 나의 소울메이트 모든 게 너다워졌어 투명한 매듭에 묶여 한시도 이곳을 못 떠나,"164,970",2018,"ZICO, IU",SoulMate (feat. IU),F Major,7B,97.0,3:39,55.0,58.0,86.0,52.0,23.0,0.0,10.0,14.0,-7 dB,2018
70,로이킴 우리 그만하자,우리 그만하자,로이킴,발라드,그래 아무리 애를 써봐도 될 수 없는 건 할 수 없는 건 결국 다 내 탓인 거겠지 뭐 혼자 기도를 해봐도 가질 수 없는 걸 바라고 있는 내 자신이 더 슬퍼 보였어 내가 바라보고 있는 너의 그 예쁜 눈동자엔 내가 이젠 없어서 우리 이제 그만하자 아프지 말라는 말도 잘 자라는 말도 우리 이제 그만하자 사랑한다는 말도 똑바로 못하면서 내가 잘한 것도 없지 뭐 내 기분대로 맘에 없는 말도 참 많이 하곤 했었는데 다 받아줬던 너는 아마 그래서 이젠 나에게 설레지 않는 걸지도 몰라 내가 바라보고 있는 너의 그 예쁜 눈동자엔 내가 이젠 없어서 우리 이제 그만하자 아프지 말라는 말도 잘 자라는 말도 우리 이제 그만하자 날 사랑한다는 말도 똑바로 못하면서 안돼 가지 마 지금은 아니라고 붙잡아달란 말야 오늘이 지나고 내일이 지나면 우리 이제 오늘이 지나고 내일이 지나면 우리 오늘이 지나고 내일이 지나도,"73,555",2018,Roy Kim,The Hardest Part,F Major,7B,137.0,4:18,42.0,27.0,40.0,27.0,91.0,0.0,10.0,4.0,-8 dB,2018
71,Wanna One (워너원) 약속해요 (I.P.U.),약속해요 (I.P.U.),Wanna One (워너원),댄스,벚꽃이 떨어지던 날 그댈 처음 만났죠 낯설은 떨림과 두려운 설렘들이 뒤섞이던 날 이제서야 말해요 나 많이 겁이 났었죠 어쩌면 그때가 마지막이라고 생각했었기에 서툰 날 가슴에 품어주었던 못난 날 기꺼이 안아주었던 그대 눈빛을 아직도 기억해요 나 왼쪽 가슴에 새길게요 영원히 약속해요 잊지 않겠다고 날 다시 태어나게 해준 널 I promise you I promise you 내가 더 많이 더 잘할게요 약속해요 놓지 않겠다고 내게 빛이 되어준 그댈 I promise you I promise you 빛나던 봄날 앞에 약속해요 단 하나라도 내 편이 되어주길 바랐던 그때 세상이 날 속여도 너만은 날 믿어줬었지 피지 못한 꽃처럼 시들 수도 있던 날 알아봐 줬던 너니까 흔들리던 날 잡아준 너니까 Oh 새삼스레 하루하루가 너무나 소중해 선물 같은 나날 매일매일이 기념일 같아 태양에 안겨버린 달처럼 너무 예쁘게 어떤 빛보다 더 반짝여 영원히 약속해요 잊지 않겠다고 날 다시 태어나게 해준 널 I promise you I promise you 빛나던 봄날 앞에 약속해요 몇 번의 계절이 스치고 시간이 우리를 지나가도 처음의 우리를 잊지 말아요 I promise you baby 기억해요 나조차도 몰랐던 나를 알아봐 줬던 그대가 있어 지금의 내가 있단 걸 걱정 마 I remember 영원히 I remember Forever and ever I promise you 약속해요 변치 않겠다고 지금 이대로 삶의 끝까지 I promise you I promise you 빛나던 봄날 앞에 I promise you Uh Oh Oh Oh Oh Uh Oh Oh Oh Oh I promise you Uh Oh Oh Oh Oh Uh Oh Oh Oh Oh 그대 앞에 나 약속해요,"165,807",2018,Wanna One,I PROMISE YOU (I.P.U.) - Special Theme Track,A♭ Major,4B,130.0,3:41,53.0,83.0,65.0,74.0,10.0,0.0,23.0,4.0,-4 dB,2018
72,나얼 기억의 빈자리,기억의 빈자리,나얼,R&B/Soul,니가 없는 자리는 투명한 꿈처럼 허전한 듯 나를 감싸고 무뎌진 마음을 꼭 붙잡았던 나는 오늘도 이렇게 그대라는 시간은 내 그림자처럼 항상 그 자리에 낮은 구름같이 무거운 하루를 보낸다고 차가운 바람이 이 자릴 지나면 우리는 사라지나요 달아나는 기억의 빈자리를 그대는 인정할 수 있나요 아직 내 마음엔 서로 마주하던 그 눈빛을 이어주는 길이 남아있죠 돌아선 나날들이 서러운 걸요 차가운 바람이 이 자릴 지나면 우리는 사라지나요 마주치는 기억의 그 자리를 그대는 포기할 수 있나요 뜨거운 눈물이 이 자릴 지우면 영원히 사라지나요 무딘 마음이 이 자릴 메우면 하루는 살아지나요 달아나는 기억의 빈자리를 그대는 바라볼 수 있나요 미련 가득히 이 자릴 채우면 그대는 돌아오나요 멀어지는 기억의 그 자리를 나는 이젠,"49,059",2018,Naul,Emptiness in Memory,E Major,12B,135.0,4:39,46.0,54.0,33.0,20.0,52.0,0.0,17.0,3.0,-6 dB,2018
73,볼빨간사춘기 썸 탈꺼야,썸 탈꺼야,볼빨간사춘기,"인디음악, 포크/블루스",표현이 서툰 것도 잘못인가요 나 차가운 도시에 따뜻한 여잔데 그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요 사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마 하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 넘넘 스윗한 넌 정말 달콤한 걸 넘넘 스윗한 넌 그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요 사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마 하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 사랑은 이렇게 생기는 게 아니겠어 어쩌면 내 맘의 반쪽을 네게 걸어보는 건데 나는 오늘도 네게 차일 것만 같아도 난 한번 더 너에게 다시 달려가 볼 거야 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 매운 거 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 나도 그 애처럼 좋아요 좀 눌러줘 나도 너랑 말 좀 할 수 있게 해줘 나는 풀이 죽어서 오늘도 포기하고 뒤를 돌아볼 때쯤 나를 붙잡는 넌 넘넘 스윗한 넌 정말 달콤한 걸 넘넘 스윗한 넌,"256,587",2018,BOL4,Some,C# Minor,12A,104.0,3:01,69.0,80.0,66.0,78.0,42.0,0.0,6.0,6.0,-3 dB,2018
74,박원 노력,노력,박원,발라드,널 만날 수 있는 날 친굴 만났고 끊이지 않던 대화가 이젠 끊기고 널 바라보다가 다른 사람을 겹쳐봤어 누군가 내 안에 들어온 것도 아닌데 사랑한단 말은 점점 미안하고 억지로 한 것뿐인데 넌 좋아하고 너에게만 나는 아주 바쁜 사람 내 연락을 기다리다가 또 잠들겠지 나도 노력해봤어 우리의 이 사랑을 안되는 꿈을 붙잡고 애쓰는 사람처럼 사랑을 노력한다는 게 말이 되니 서로가 다른 건 특별하다고 같은 건 운명이라 했던 것들이 지겨워져 넌 오늘보다 내일 날 더 사랑한대 난 내일보다 오늘 더 사랑할 텐데 나도 노력해봤어 우리의 이 사랑을 아픈 몸을 이끌고 할 일을 끝낼 그때처럼 사랑을 노력한다는 게 말이 되니 말이 되니 사랑을 노력한다는 게 노력으로 안되는 게 있다는 게 사랑을 노력한다는 게 말이 되니 너는 아직 아무것도 모르고만 있는데 어떻게 말해야 할지 나도 모르겠어 그렇게 널 만나러 가,"44,850",2018,PARK WON,Try,B♭ Major,6B,82.0,4:23,44.0,32.0,31.0,32.0,78.0,0.0,21.0,4.0,-7 dB,2018
75,WINNER REALLY REALLY,REALLY REALLY,WINNER,댄스,REALLY REALLY REALLY REALLY OH WAH REALLY REALLY REALLY REALLY 어디야 집이야 안 바쁨 나와봐 너네 집 앞이야 너에게 하고픈 말이 있어 이걸 어떻게 말을 꺼내야 할진 모르겠지만 이상한 말 아냐 부담 없이 들어줘 지금 내 눈에 제일 아름다운 건 너야 LADY 널 향한 내 맘이 돈이면 아마 난 BILLIONAIRE 널 좋아해 REALLY REALLY REALLY REALLY 내 맘을 믿어줘 OH WAH REALLY REALLY REALLY REALLY 널 좋아해 REALLY REALLY REALLY REALLY 내 맘을 받아줘 OH WAH REALLY REALLY REALLY REALLY 넌 나 어때 멋지게 골인 프러포즈 같은 세리머니 정해보자 호칭 허니 말고 자기 아님 달링 낯간지럽네 상상해봐도 긴장돼 필요해 a lot of alcohol 덩치는 산만해도 네 앞에선 작아지네 oh 내 맘 알까나 첫눈에 미끄러지듯이 Falling in love 내 맘을 훔친 범인인 건 바로 너 너의 미모 질투해 여신도 내 심장의 떨림은 진동 brrr 치명적인 매력이 날 killin’ 섹시해 날 자극하는 Hot chili woo 오해하지 마 나는 진짜 진심으로 채워줄게 너의 빈 잔 지금 내 눈에 제일 아름다운 건 너야 LADY 널 향한 내 맘이 돈이면 아마 난 BILLIONAIRE 널 좋아해 REALLY REALLY REALLY REALLY 내 맘을 믿어줘 OH WAH REALLY REALLY REALLY REALLY 널 좋아해 REALLY REALLY REALLY REALLY 내 맘을 받아줘 OH WAH REALLY REALLY REALLY REALLY 넌 나 어때 혹시라도 내가 불편하면 let me know 한걸음 뒤로 가 단지 아는 사이로 기다릴 수 있어 너도 나를 좋아할 거 같다 말해줘 지금 당장 만나 나 진심으로 네게 할 말이 있어 널 좋아해 REALLY REALLY REALLY REALLY 내 맘을 믿어줘 OH WAH REALLY REALLY REALLY REALLY 널 좋아해 REALLY REALLY REALLY REALLY 내 맘을 받아줘 OH WAH REALLY REALLY REALLY REALLY 넌 나 어때 네가 좋아 REALLY REALLY OH YEAH 널 좋아해,"148,975",2018,WINNER,REALLY REALLY,D Major,10B,103.0,3:23,62.0,77.0,77.0,58.0,17.0,0.0,9.0,6.0,-3 dB,2018
76,민서 (MINSEO) 좋아,좋아,민서 (MINSEO),발라드,이제 괜찮니 너무 힘들었다며 너의 그 마무리가 고작 이별뿐일 거라 우린 괜찮다면서  잘 지낸다고 전해 들었지? 내겐 정말 참 좋은 사람 만나 잘 지내고 있어 마냥 자상한 사람  잘 됐어 우린 힘들었잖아 서로 다름을 견뎌 내기엔  좋아 사랑해서 사랑을 시작해서 다신 눈물 흘리지 않을 거야 그 기억은 아직도 힘들어 헤어 나오지 못해 니 소식 들린 날은 더 좋아 참 그 사람 한없이 날 이해해줘 넌 날 몰라도 정말 몰라줬어 내 아픔의 단 십 분의 일만이라도 아프다 날 잊어줘   억울한가 봐 너만 힘든 것 같니 어쩜 넌 그대로니 몰래 흘린 눈물 아니 제발 유난 좀 떨지 마  간단해 나는 행복 바랬어 그게 언제든 넌 알 바 아닌 걸  좋아 사랑해서 사랑을 시작할 때 내가 그렇게 예쁘다면서 그 모습을 그가 참 좋아해 너무 날 사랑해줘 아팠던 날 알면서도 좋아 참 그 사람 솔직히 너무나 고마워 너도 빨리 행복하면 좋겠어 다음 사람 내 열 배만큼 사랑해줘 다시는 그러지 마   혹시 잠시라도 내가 떠오르면 걘 잘 지내 물어봐 줘 잘 지내라고 답할 걸 모두 다 정말 난 정말 잘 살 거니까 그 흘렸던 내 눈물 때문에 나를 아낄 거야 후회는 없을 거야  좋아 정말 좋아 딱 잊기 좋은 추억 정도야 난 딱 알맞게 너를 사랑했어 뒤끝 없는 너의 예전 여자 친구일 뿐 길었던 결국 안 될 사랑,"16,035",2018,"Yoon Jong Shin, MINSEO",Yes,A♭ Major,4B,144.0,5:10,41.0,43.0,34.0,32.0,80.0,0.0,12.0,3.0,-5 dB,2018
77,Red Velvet (레드벨벳) 피카부 (Peek-A-Boo),피카부 (Peek-A-Boo),Red Velvet (레드벨벳),댄스,Uhm yeah yah Oh gosh 난리야 Oh gosh 맞아 난 좀 기분파 헤 금방 또 사랑에 빠져 Yeah yeah yeah yeah 새것만 좋아해요 반짝거리죠 다들 그렇잖아요 맞죠 Peek A Boo 설렐 때만 사랑이니까 La la la la la 내 친구 모두 소리쳐 넌 정말 문제야 I’m fine fine fine fine fine fine Peek Peek A Peek A Boo Peek Peek A Peek A Boo 흥이 난 여우 그런 나라구 Peek Peek A Peek A Boo I said 1 2 3 Play the game again 버튼을 눌러보자 쿵푸만큼 빨리 중간에 내 맘 변해도 놀라지 말기 혹시 끌리지 않니 그럼 Excuse me 자 전화해요 밤새 또 놀러 가요 함께 Restart a game 돌진해 롤링해 블랑카 오늘 저녁도 Let’s go 놀이터는 붐비고 지루해질 틈조차 없죠 Yeah yeah yeah 빙글빙글 돌아요 다들 똑같죠 오 마침내 마주친 눈빛 Peek A Boo 새로워요 사랑인가요 La la la la la 내 친구 모두 소리쳐 넌 정말 문제야 I’m fine fine fine fine fine fine Ma Boo Boo Boo Peek A Boo Boo Boo Boo Peek Peek A Peek A Boo Peek Peek A Peek A Boo Peek Peek A Peek A Boo 술래는 너로 정해졌어 재밌을 거야 끼워 줄게 Peek Peek A Peek A Boo 저 달이 정글짐에 걸릴 시간까지 노는 거야 Peek Peek A Peek A Boo Peek A Boo 이상해 어라 넌 좀 달라 이런 게임 멈추고 너를 다시 보게 돼 무섭지 않아 난 새로운 얘기가 펼쳐질 거라는 걸 방금 느꼈으니까 Peek Peek A Peek A Boo Peek Peek A Peek A Boo 흥이 난 여우 그런 나라구 Peek Peek A Peek A Boo 술래는 너로 정해졌어 재밌을 거야 끼워 줄게 Peek Peek A Peek A Boo 저 달이 정글짐에 걸릴 시간까지 노는 거야 Peek Peek A Peek A Boo 술래는 너로 정해졌어 재밌을 거야 네가 좋아 Peek Peek A Peek A Boo 저 달이 정글짐에 걸릴 시간이지만 더 놀자 Peek Peek A Peek A Boo Peek A Boo Peek A Boo Peek A Boo,"212,597",2018,Red Velvet,Peek-A-Boo,C# Minor,12A,115.0,3:09,65.0,90.0,84.0,64.0,9.0,0.0,27.0,5.0,-4 dB,2018
78,AOA 빙글뱅글 (Bingle Bangle),빙글뱅글 (Bingle Bangle),AOA,댄스,Hey baby come on don't be shy 너를 말해봐 Fantastic 한 느낌 박혀버린 시선이 나를 주목해 알면서도 모른 척 One step 가까이 와봐 Two step 가까이 와봐 조금 더 가까이 와봐 터질 듯 짜릿한 순간 이 떨림 뭐니 처음 온 설렘 가슴이 왜 이래 미친 것 같아 우린 알아 강하게 끌리는 걸 네 맘껏 나를 원해 Just let's dance 엉덩이를 흔들어봐 빙글뱅글 뱅뱅 빙글뱅글 엉덩이를 흔들어봐 빙글뱅글 뱅뱅 빙글뱅글 엉덩이를 흔들어봐 아슬아슬한 Feeling 달콤한 Healing 자신 있게 보여줘 너의 끼로 잡아봐 나의 맘을 가져봐 애매하게 멈추지 말고 One step 가까이 와봐 Two step 가까이 와봐 조금 더 가까이 와봐 터질 듯 짜릿한 순간 이 떨림 뭐니 처음 온 설렘 가슴이 왜 이래 미친 것 같아 우린 알아 강하게 끌리는 걸 네 맘껏 나를 원해 Just let's dance 엉덩이를 흔들어봐 빙글뱅글 뱅뱅 빙글뱅글 엉덩이를 흔들어봐 빙글뱅글 뱅뱅 빙글뱅글 엉덩이를 흔들어봐 빙글뱅글 빙글뱅글 기다렸잖아 오늘의 끝 딩동댕동 흔들어 Baby 너와 나 딱 즐거운 파티 One step 남의 눈치 보지 말 것 Two step 더 맘껏 춤출 것 그래 그래 내가 원하는 건 Just let’s dance 이 밤이 다 가기 전에 I like that 뜨거워지니 느낌 오니 처음부터 통했어 눈빛만으로 우린 알아 서로가 원하는 걸 네 맘껏 나를 원해 Just let's dance Make love Take it easy 밤새 춤을 출래 Come here for the reason Let’s dance 네 사랑을 채워 지금 이 순간 Show here for the reason 엉덩이를 흔들어봐 빙글뱅글 뱅뱅 빙글뱅글 엉덩이를 흔들어봐 빙글뱅글 뱅뱅 빙글뱅글 엉덩이를 흔들어봐,"36,429",2018,AOA,Bingle Bangle,G Major,9B,112.0,3:42,46.0,86.0,80.0,75.0,3.0,0.0,34.0,6.0,-4 dB,2018
79,Rohann (이로한) 북 (Prod. SLO),북 (Prod. SLO),Rohann (이로한),랩/힙합,Asian drum ya They call it 북 ya We hit the 북 sounds like 쿵 make that boom ya Bonnie and Clyde ya 짝짜꿍 Umm We hit the 북 sounds like 쿵 Make it new ya Asian drum ya They call it 북 ya We hit the 북 sounds like 쿵 make that boom ya Bonnie and Clyde ya 짝짜꿍 Umm We hit the 북 sounds like 쿵 Make it new ya Woo ah 북도 없이 너흰 소릴 뱉어 Woo ah 마치 드럼 빠진 비트 위 래퍼 Woo ah 우린 한국스러움의 멋을 대표 Woo ah 세련된 촌스러움 이거지 됐어 Ya 달라 억지같은 멋은 버리고 새 멋을 땡겨 Ya 당황스런 무대 구성을 치우고 기본을 챙겨 Ya 방황하는 동선 누가 보기에도 멋이 없어 소릴 뱉는 기본이 되는 북 잡고 니들에게 보여줬어 생에 흔치 않은 호흡 We got a lot of swag 이건 멋이고 차분한 시에 랩 때려박는 Unbalance 이건 무엇일꼬 Grrrr Kack-Kack 대신 둥둥 울린 소리 Check it bae Chilla 자네 소리하게 B Bastard 나 북을 치지 Man Asian drum ya They call it 북 ya We hit the 북 sounds like 쿵 make that boom ya Bonnie and Clyde ya 짝짜꿍 Umm We hit the 북 sounds like 쿵 Make it new ya Asian drum ya They call it 북 ya We hit the 북 sounds like 쿵 make that boom ya Bonnie and Clyde ya 짝짜꿍 Umm We hit the 북 sounds like 쿵 Make it new ya 둥둥둥 Drum tap 눈 풀린 채로 무댈 걸어다녀 하품품품 Prrr Flexin’해도 별 감흥 없어 Web B가 입은 예쁜 옷 용포같아 그건 내꺼 맞아 Asian bass 쿵쿵 총 대신 화살 장전 Pew Pew Pew Pew 진양조 중모리 ya 중중모리 엇모리 ah 자진모리하지 휘모리까지 이 놀음판도 Get that 차지 난 가질꺼야 너희 것도 없어 버릴 것도 굿거리 타고난 소리꾼의 소리 막해도 박수 받아 We make that 마치 고수와 소리꾼 같이 얼쑤 지화자 다 먹을꺼야 연서와 같이 자네는 북을 쳐 Chilla 소리를 한다하면 사람들은 가리켜 You got a swag 깨갱 꽹가리 Dap과 다시 울리는 Bass Asian drum ya They call it 북 ya We hit the 북 sounds like 쿵 make that boom ya Bonnie and Clyde ya 짝짜꿍 Umm We hit the 북 sounds like 쿵 Make it new ya Asian drum ya They call it 북 ya We hit the 북 sounds like 쿵 make that boom ya Bonnie and Clyde ya 짝짜꿍 Umm We hit the 북 sounds like 쿵 Make it new ya Asian drum ya They call it 북 ya We hit the 북 sounds like 쿵 make that boom ya Bonnie and Clyde ya 짝짜꿍 Umm We hit the 북 sounds like 쿵 Make it new ya We hit the 북 We hit the 북 We hit the 북 We hit the 북 We hit the 북 We hit the 북 We hit the 북 We hit the 북 We hit the 북 sounds like 쿵 Make it new ya,"13,427",2018,Rohann,Seoul Dream (Interlude),E Major,12B,135.0,1:16,14.0,53.0,58.0,18.0,71.0,68.0,13.0,27.0,-9 dB,2018
80,pH-1 Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),pH-1,랩/힙합,낮엔 파란 하늘 별이 보이는 밤 기분 좋은 날 오랜만에 모일까 내가 살아가는 삶을 정말 사랑하지 나는 기분 좋은 날 오랜만에 모일까 Ooh ya ya ya ya yah Ooh ya ya ya ya yah Ooh ya ya ya ya yah 기분 좋은 날씨야 오랜만에 모일까 I just wanna chill with my homies 하얀색의 모래 또 파란색의 물 위엔 파도들이 쭉 밀려오지 전화해서 잡아둬 펜션 이미 올라온 텐션 yea I don't care 모아둔 돈을 깨 Lotta cash 얼마든 I'm okay yea 비싼 옷 빼 입어 cuz It's a good day 많고 또 많은 스트레스는 어려워 때로는 정답을 몰라 Sometimes I feel like I'm at war Oh no but I know it's gon be alright yea 바다로 올라 태워 가자 boat ride 친구들 불러 몽땅 바람 부는 소리 들뜬 맘에 잠을 못자 yea 비싼 옷 빼 입어 cuz It's a good day Seoul city 서있어 난 빌딩 옥상에서 봐 어딘가에 가는 사람들 그 사이에 사이에 나 줄처럼 얽힌 우리 삶 거기서 도망쳐 나왔어 기분은 high with 코쿤 또 팔로 Hola pullup hola 우야 기분 좋은 날씨야 다 모일까 Indigo cozyboys 우주로 비행 indigo cozyboys 우주로 비행 인생은 trip but 안해 trip love 난 필요해 들어 내 1집 인생은 trip 인생은 여행 눈치 왜봐 걔네말 뻔해 인생은 trip 인생은 여행 어디든지 가자 ok 내위 높지 햇빛 날씬 좋게 Seoul city 먼진 걷게해 Seoul city rollin Seoul city finesse Building 세우지 내 chain bling cling so 여전히 간지부리지 바람에 내 금 스치지 Geekin geekin will.i.am 가득 딴 커피 I'm drippin 여전히 간지불리지 바람이 체인 스치지 Geekin geekin will.i.am 언제까지 Till 평생 낮엔 파란 하늘 별이 보이는 밤 기분 좋은 날 오랜만에 모일까 내가 살아가는 삶을 정말 사랑하지 나는 기분 좋은 날 오랜만에 모일까 Ooh ya ya ya ya yah Ooh ya ya ya ya yah Ooh ya ya ya ya yah 기분 좋은 날씨야 오랜만에 모일까 Just another good day 가지 않아 우울의 늪엔 You see me now I'm beamin like Lupe 대축제 세련된 감각에 플러스해 지혜로움과 사랑을 덧셈 Yeah I'm a sucker for love 그런데 conscious해 동시에 번 돈을 멋지게 쓰지 그동안 난 수고했으니 머리부터 발끝 치장하고 냠냠 배를 채우지 친구들도 바쁘게 살아 많이 벌어서 다음번에 쏴라 오기 힘들면 가면 되잖아 화창한 이 날 화는 내지 마 좋은 기분을 나누고파 사랑하는 사람들과 이런저런 수다 떨면서 ping and pong 주고받는 농담 Just another good day 가지 않아 우울의 늪엔 You see me now I'm beamin like Lupe 대축제 난 원해 더 많은 거 시간을 담았지 Call ma bro 가지러 가야 돼 손이 난 커 절대로 아냐 그냥 주는 건 여러번 넘어져 But I won't 필요해 지금 난 너 아님 너 걱정마 여기는 Nobody knows 나를 잘 알어 넌 Nobody knows No doubt 이쁜 옷을 골라 I 'll be at the studio I work now 기분좋은 매일이지 Baby with a 검은 머리 나는 느껴 모두를 You can't talk now 난 기분이 좋아 좋은것만 골랐지 챙겨가 나의 기준은 높아 저멀리 기분따라 생각나서 전화를 걸었지 기분따라 생각나서 전화를 ring ring 나는 싫지 않아 이 도시의 빛 밤은 길지 않아 gotta go to deep Gotta go to sleep Baby don't you leave me 날아가자 날개 달아 윙윙 날아가자 날개 달아 with me Just another good day ya ya Just another good day ya ya Just another good day ya ya Just another good day ya ya,"71,646",2018,P1Harmony,Work,C# Major,3B,127.0,3:33,63.0,93.0,90.0,36.0,0.0,0.0,16.0,9.0,-3 dB,2018
81,i-dle (아이들) LATATA,LATATA,i-dle (아이들),댄스,기나긴 너와 이 밤을 너와 이렇게 너와 기다린 너와 시간을 너와 이렇게 너와 어둠 속 Red light 시선은 Left right 불 위를 걷나 시작의 점화 가까이 온다 누가 뭐 겁나 Uh oh 어디까지 더 깊이 빠져들지 중독된 향기까지 그렇게 뒤섞여버리지 그래 더 더 불태워 버려지게 내일은 우린 없는 거야 너 I love ya 널 위한 노래를 해 깊게 더 빠지게 Lata I love ya 널 위한 춤을 춰 내게 널 갇히게 Lata I love ya Latata latata latata latata Latata latata latata latata 날 위해 불러줘 평생 널 못 잊게 Lata I love ya I love ya Every day every night latata I love ya Every day every night latata Don’t be lazy 다가와 Baby 시간은 너무 짧고 이건 아직 Basic 좀 더 깊은 곳으로 더 들어가 나를 머금고 취해도 돼 중요치 않아 내일이 아주 화려한 이 춤은 라따따 뜨겁게 불태울 거야 다다다 뭐 어려워 다 널 부러워해 좋아 이 밤을 불태워 Muah muah muah Uh oh 어디까지 더 그리 나빠질지 이 밤은 아침까지 그렇게 더 미쳐버리지 그래 더 더 불태워 버려지게 내일은 우린 없는 거야 너 I love ya 널 위한 노래를 해 깊게 더 빠지게 Lata I love ya 널 위한 춤을 춰 내게 널 갇히게 Lata I love ya Latata latata latata latata Latata latata latata latata 날 위해 불러줘 평생 널 못 잊게 Lata I love ya I love ya Every day every night latata I love ya Every day every night latata 기나긴 너와 이 밤을 너와 이렇게 너와 기다린 너와 시간을 너와 이렇게 너와 어둠 속 Red light 시선은 Left right 불 위를 걷나 시작의 점화 가까이 온다 누가 뭐 겁나 I love ya Every day every night latata I love ya Every day every night latata,"143,110",2018,(G)I-DLE,LATATA,A Minor,8A,98.0,3:23,62.0,79.0,77.0,51.0,0.0,0.0,28.0,22.0,-4 dB,2018
82,양다일 고백,고백,양다일,발라드,미소짓던 그 표정이 시도 때도 없던 입맞춤이 주고받던 연락들이 아쉬움 가득한 헤어짐이 없어서 쌓여서 너의 모든 게 더는 남아있질 않아 어쩔 수 없는 걸 알면서도 놓을 수 없는 걸 아쉬움에 더는 너를 불러봐도 어떤 감정도 느껴지질 않아 그저 남아 있을 뿐인걸 차가워진 그 표정이 시도 때도 없는 다툼들이 주고받던 상처들이 가끔은 미안한 마음들이 긴 시간 쌓여서 너의 모든 게 더는 남아있질 않아 어쩔 수 없는 걸 알면서도 놓을 수 없는 걸 아쉬움에 더는 너를 불러봐도 어떤 감정도 느껴지질 않아 그저 남아 있을 뿐인걸 매일 그리던 네 모습도 더는 그려지지 않아 더는 널 원하지 않아 어쩔 수 없는 이 마지막도 놓을 수 없는 네 모습조차 더는 내겐 의미도 없어 미뤄왔던 일처럼 느껴져 이젠 말해야 할 것 같아,"59,241",2018,Yang Da Il,sorry,G Major,9B,73.0,3:31,36.0,45.0,52.0,28.0,63.0,0.0,10.0,3.0,-5 dB,2018
83,김동률 답장,사랑한다 말해도 (Feat. 이소라),김동률,발라드,난 네 앞에 서 있어 너는 생각에 또 잠겨 있네 함께 있어 더 외로운 나 어쩌다 이렇게 난 네 앞에 서 있어 무슨 말을 할지 모르는 채 떠오르면 또 부서지는 수없이 많은 말 나를 사랑한다 말해도 그 눈빛이 머무는 그곳은 난 헤아릴 수 없이 먼데 너를 사랑한다 말해도 더 이상 반짝이지 않는 두 눈이 말라버린 그 입술이 나를 사랑한다 말해도 금세 침묵으로 흩어지고 네 눈을 바라볼 수 없어 너를 사랑한다 말하던 그 뜨거웠던 마음이 그리워져 그 설렘이 그 떨림이 어쩌면 이미 우린 알고 있나요 그래야만 하는가요 난 네 앞에 서 있어 너는 생각에 또 잠겨 있네 함께 있어 더 외로운 나 어쩌다 이렇게,"78,984",2018,Kim Dong Ryul,Reply (2021 Remastered),C# Major,3B,132.0,6:01,27.0,56.0,37.0,20.0,50.0,0.0,7.0,3.0,-7 dB,2018
